element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Al	6	""	"258.4"	""	"2.34e+06"	D	"144.969"	"149.765"	"2s2.2p3.(2P*).3d"	"3D*"	"1"	"2s.2p4.(4P).3s"	"3P"	"0"	3	1		"u20,LS"	""	
Al	9	""	"259.3"	""	"2.93e+04"	C	"280.527?"	"285.306"	"2s.2p.(3P*).4d"	"2F*"	"5/2"	"2s2.5d"	"2D"	"5/2"	6	6		"T7192c4,LS"	""	
Al	5	"260.471"	"260.472"	"10"	"1.54e+07"	D	"98.77237"	"103.53093"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"2P*"	"1/2"	4	2		"c40"	"L2577"	
Al	6	""	"261.8"	""	"1.69e+06"	C	"144.899"	"149.634"	"2s2.2p3.(2P*).3d"	"3D*"	"2"	"2s.2p4.(4P).3s"	"3P"	"1"	5	3		"u20,LS"	""	
Al	2	"263.1546"	"263.1546"	"100"	"2.48e+08"	B+	"10.598337"	"15.30839"	"3p2"	"1D"	"2"	"3s.4f"	"1F*"	"3"	5	7		"T6533"	"L4575"	
Al	7	""	"263.5"	""	"5.33e+05"	C+	"211.034?"	"215.737?"	"2s2.2p2.(3P).5s"	"4P"	"5/2"	"2s.2p3.(5S*).4d"	"4D*"	"3/2"	6	4		"u22,LS"	""	
Al	2	"263.7689"	"263.7691"	"3000"	"2.85e+07"	C+	"11.846618"	"16.545700"	"3s.3d"	"3D"	"3"	"3s.5f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	2	"263.8178"	"263.8178"	"1000"	"3.18e+06"	C+	"11.846618"	"16.544833"	"3s.3d"	"3D"	"3"	"3s.5f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L4575"	
Al	2	"263.8255"	"263.8254"	"2500"	"2.53e+07"	C+	"11.846753"	"16.544833"	"3s.3d"	"3D"	"2"	"3s.5f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"263.8552"	""	"1.25e+05"	E	"11.846618"	"16.544168"	"3s.3d"	"3D"	"3"	"3s.5f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"263.8627"	"263.8628"	"500"	"4.44e+06"	C+	"11.846753"	"16.544168"	"3s.3d"	"3D"	"2"	"3s.5f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"263.8690"	"263.8692"	"2000"	"2.40e+07"	C+	"11.846869"	"16.544168"	"3s.3d"	"3D"	"1"	"3s.5f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	1	"265.2484"	"265.24758"	"10g"	"1.42e+07"	B	"0.0000000"	"4.6728909"	"3s2.3p"	"2P*"	"1/2"	"3s2.5s"	"2S"	"1/2"	2	2		"T7365"	"L3514"	
Al	7	""	"265.3"	""	"3.13e+06"	C+	"211.034?"	"215.705"	"2s2.2p2.(3P).5s"	"4P"	"5/2"	"2s.2p3.(5S*).4d"	"4D*"	"5/2"	6	6		"u22,LS"	""	
Al	6	""	"265.7"	""	"5.37e+05"	D	"144.969"	"149.634"	"2s2.2p3.(2P*).3d"	"3D*"	"1"	"2s.2p4.(4P).3s"	"3P"	"1"	3	3		"u20,LS"	""	
Al	1	"266.0393"	"266.03863"	"10g"	"2.84e+07"	B	"0.0138938"	"4.6728909"	"3s2.3p"	"2P*"	"3/2"	"3s2.5s"	"2S"	"1/2"	4	2		"T7365"	"L3514"	
Al	6	""	"266.438"	""	"2.79e+06"	A	"123.2247"	"127.8767"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"3"	5	7		"T7370c8"	""	
Al	2	"266.9157"	"266.9155"	"2500g"	"3.28e+03"	A+	"0.000000"	"4.643693"	"2p6.3s2"	"1S"	"0"	"3s.3p"	"3P*"	"1"	1	3		"T6947"	"L4575"	
Al	6	""	"267.687"	""	"2.25e+06"	B+	"123.1980"	"127.8283"	"2s2.2p3.(2P*).3s"	"3P*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"2"	3	5		"T7370c8"	""	
Al	6	""	"267.744"	""	"1.44e+06"	B+	"123.187"	"127.8163"	"2s2.2p3.(2P*).3s"	"3P*"	"0"	"2s2.2p3.(2D*).3p"	"3D"	"1"	1	3		"T7370c8"	""	
Al	7	""	"267.9"	""	"1.02e+07"	B+	"211.034?"	"215.661"	"2s2.2p2.(3P).5s"	"4P"	"5/2"	"2s.2p3.(5S*).4d"	"4D*"	"7/2"	6	8		"u22,LS"	""	
Al	6	""	"268.384"	""	"9.34e+05"	B+	"123.1980"	"127.8163"	"2s2.2p3.(2P*).3s"	"3P*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"1"	3	3		"T7370c8"	""	
Al	6	""	"269.237"	""	"4.32e+05"	B+	"123.2247"	"127.8283"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"2"	5	5		"T7370c8"	""	
Al	6	""	"269.942"	""	"7.24e+04"	B	"123.2247"	"127.8163"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	"2s2.2p3.(2D*).3p"	"3D"	"1"	5	3		"T7370c8"	""	
Al	3	"276.2815"	"276.2772"	"9d*"	"1.12e+08"	A+	"20.554884"	"25.041232"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"	6	8		"c32"	"L3473"	
Al	3	"276.2815"	"276.2772"	"9d*"	"7.47e+06"	A	"20.554884"	"25.041232"	"2p6.4d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"	6	6		"c32"	"L3473"	
Al	3	"276.2815"	"276.2863"	"9d*"	"1.05e+08"	A+	"20.555032"	"25.041232"	"2p6.4d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"	4	6		"c32"	"L3473"	
Al	6	""	"279.0"	""	"2.78e+05"	D	"144.899"	"149.341"	"2s2.2p3.(2P*).3d"	"3D*"	"2"	"2s.2p4.(4P).3s"	"3P"	"2"	5	5		"u20,LS"	""	
Al	9	""	"281.1"	""	"4.61e+05"	C+	"280.897?"	"285.306"	"2s.2p.(3P*).4d"	"2F*"	"7/2"	"2s2.5d"	"2D"	"5/2"	8	6		"T7192c4,LS"	""	
Al	2	"281.6185"	"281.6185"	"4000"	"3.57e+08"	A	"7.420705"	"11.821968"	"3s.3p"	"1P*"	"1"	"3s.4s"	"1S"	"0"	3	1		"c47,u24"	"L4575"	
Al	5	""	"281.8"	""	"4.48e+06"	C	"135.909?"	"140.307"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	"2s2.2p4.(3P).5d"	"2P"	"3/2"	4	4		"u20,LS"	""	
Al	3	""	"283.1706"	""	"7.15e+05"	B+	"22.122926"	"26.500065"	"2p6.5p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"	2	4		"c32"	""	
Al	6	""	"283.4"	""	"1.77e+04"	E	"144.969"	"149.341"	"2s2.2p3.(2P*).3d"	"3D*"	"1"	"2s.2p4.(4P).3s"	"3P"	"2"	3	5		"u20,LS"	""	
Al	3	""	"283.4669"	"*"	"1.35e+05"	B	"22.127500"	"26.500065"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"	4	4		"c32"	""	
Al	3	""	"283.4669"	"*"	"8.13e+05"	B+	"22.127500"	"26.500065"	"2p6.5p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"	4	6		"c32"	""	
Al	6	""	"284.2"	""	"1.48e+06"	C+	"144.981"	"149.341"	"2s2.2p3.(2P*).3d"	"3D*"	"3"	"2s.2p4.(4P).3s"	"3P"	"2"	7	5		"u20,LS"	""	
Al	3	""	"287.6819"	""	"9.61e+05"	B+	"21.156335"	"25.464838"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"	2	4		"c32"	""	
Al	3	""	"287.7815"	""	"1.03e+06"	B+	"21.156335"	"25.463347"	"2p6.5s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"	2	2		"c32"	""	
Al	5	""	"287.9"	""	"1.15e+07"	C+	"135.909?"	"140.214"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	"2s2.2p4.(3P).5d"	"2D"	"5/2"	4	6		"u20,LS"	""	
Al	6	""	"295.94"	""	"4.23e+01"	E	"127.8163"	"132.0046+x"	"2s2.2p3.(2D*).3p"	"3D"	"1"	"2s2.2p3.(4S*).3d"	"5D*"	"0"	3	1		"T7370c8"	""	
Al	6	""	"295.94"	""	"2.03e+02"	D	"127.8163"	"132.0046+x"	"2s2.2p3.(2D*).3p"	"3D"	"1"	"2s2.2p3.(4S*).3d"	"5D*"	"1"	3	3		"T7370c8"	""	
Al	6	""	"296.03"	""	"1.49e+02"	D	"127.8163"	"132.0034+x"	"2s2.2p3.(2D*).3p"	"3D"	"1"	"2s2.2p3.(4S*).3d"	"5D*"	"2"	3	5		"T7370c8"	""	
Al	3	""	"296.1005"	""	"1.58e+05"	B+	"20.781332"	"24.967343"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"5/2"	6	6		"c32"	""	
Al	3	"296.106"	"296.0974"	"2*"	"3.33e+06"	A	"20.781332"	"24.967387"	"2p6.4f"	"2F*"	"5/2"	"2p6.6d"	"2D"	"3/2"	6	4		"c32"	"L3473"	
Al	3	"296.106"	"296.1060"	"2*"	"3.17e+06"	A	"20.781409"	"24.967343"	"2p6.4f"	"2F*"	"7/2"	"2p6.6d"	"2D"	"5/2"	8	6		"c32"	"L3473"	
Al	6	""	"296.79"	""	"2.04e+02"	D	"127.8283"	"132.0046+x"	"2s2.2p3.(2D*).3p"	"3D"	"2"	"2s2.2p3.(4S*).3d"	"5D*"	"1"	5	3		"T7370c8"	""	
Al	6	""	"296.88"	""	"6.90e+02"	D	"127.8283"	"132.0034+x"	"2s2.2p3.(2D*).3p"	"3D"	"2"	"2s2.2p3.(4S*).3d"	"5D*"	"2"	5	5		"T7370c8"	""	
Al	6	""	"296.98"	""	"1.18e+02"	D	"127.8283"	"132.0019+x"	"2s2.2p3.(2D*).3p"	"3D"	"2"	"2s2.2p3.(4S*).3d"	"5D*"	"3"	5	7		"T7370c8"	""	
Al	2	"299.4277"	"299.4273"	"50"	"4.04e+06"	C	"13.071347"	"17.210850"	"3s.4p"	"3P*"	"0"	"3s.6d"	"3D"	"1"	1	3		"T6298c4,LS"	"L4575"	
Al	2	"299.5525"	"299.5528"	"400"	"5.44e+06"	C+	"13.073080"	"17.210850"	"3s.4p"	"3P*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	2	""	"299.5528"	""	"3.03e+06"	C	"13.073080"	"17.210850"	"3s.4p"	"3P*"	"1"	"3s.6d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Al	2	"299.8150"	"299.8149"	"500"	"7.26e+06"	C+	"13.076729"	"17.210881"	"3s.4p"	"3P*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"299.8172"	""	"1.81e+06"	C	"13.076729"	"17.210850"	"3s.4p"	"3P*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"299.8172"	""	"2.01e+05"	D	"13.076729"	"17.210850"	"3s.4p"	"3P*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	5	""	"300.2"	""	"7.43e+05"	E	"136.178?"	"140.307"	"2s.2p5.(3P*).3s"	"2P*"	"1/2"	"2s2.2p4.(3P).5d"	"2P"	"3/2"	2	4		"u20,LS"	""	
Al	6	""	"300.36"	""	"1.92e+02"	D	"127.8767"	"132.0034+x"	"2s2.2p3.(2D*).3p"	"3D"	"3"	"2s2.2p3.(4S*).3d"	"5D*"	"2"	7	5		"T7370c8"	""	
Al	10	""	"300.4"	""	"1.67e+07"	B+	"263.923"	"268.049"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3D*"	"2"	3	5		"T5633c4,LS"	""	
Al	6	""	"300.47"	""	"1.12e+03"	C	"127.8767"	"132.0019+x"	"2s2.2p3.(2D*).3p"	"3D"	"3"	"2s2.2p3.(4S*).3d"	"5D*"	"3"	7	7		"T7370c8"	""	
Al	6	""	"300.49"	""	"1.32e+01"	E	"127.8767"	"132.0015+x"	"2s2.2p3.(2D*).3p"	"3D"	"3"	"2s2.2p3.(4S*).3d"	"5D*"	"4"	7	9		"T7370c8"	""	
Al	5	""	"301.4"	""	"1.47e+06"	E	"135.909?"	"140.022"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	"2s2.2p4.(3P).5d"	"2P"	"1/2"	4	2		"u20,LS"	""	
Al	5	""	"301.4"	""	"1.67e+06"	D	"135.909?"	"140.022"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	"2s2.2p4.(3P).5d"	"2D"	"3/2"	4	4		"u20,LS"	""	
Al	2	"302.2789"	"302.2792"	"15"	"2.68e+06"	E	"13.071347"	"17.171798"	"3s.4p"	"3P*"	"0"	"3s.7s"	"3S"	"1"	1	3		"T6298c4,LS"	"L4575"	
Al	2	"302.4077"	"302.4070"	"200"	"8.02e+06"	D	"13.073080"	"17.171798"	"3s.4p"	"3P*"	"1"	"3s.7s"	"3S"	"1"	3	3		"T6298c4,LS"	"L4575"	
Al	2	"302.6761"	"302.6765"	"500"	"1.33e+07"	C	"13.076729"	"17.171798"	"3s.4p"	"3P*"	"2"	"3s.7s"	"3S"	"1"	5	3		"T6298c4,LS"	"L4575"	
Al	10	""	"303.6"	""	"2.15e+07"	A	"264.137"	"268.220"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"3"	5	7		"T5633c4,LS"	""	
Al	5	""	"304.0"	""	"1.15e+07"	C	"132.100"	"136.178?"	"2s2.2p4.(3P).4d"	"2D"	"3/2"	"2s.2p5.(3P*).3s"	"2P*"	"1/2"	4	2		"u20,LS"	""	
Al	2	"307.4691"	"307.4684"	"750"	"9.02e+06"	C	"13.649399"	"17.680649"	"3s.3d"	"1D"	"2"	"3s.7f"	"1F*"	"3"	5	7		"T6533"	"L4575"	
Al	1	"308.21529"	"308.21510"	"24g"	"5.87e+07"	B+	"0.0000000"	"4.0214836"	"3s2.3p"	"2P*"	"1/2"	"3s2.3d"	"2D"	"3/2"	2	4		"c40,T5653"	"L4737"	
Al	2	"308.8516"	"308.8518"	"800"	"1.08e+07"	B	"13.256460"	"17.269654"	"3s.4p"	"1P*"	"1"	"3s.6d"	"1D"	"2"	3	5		"T6533"	"L4575"	
Al	1	"309.27099"	"309.27084"	"26g"	"7.29e+07"	B+	"0.0138938"	"4.0216502"	"3s2.3p"	"2P*"	"3/2"	"3s2.3d"	"2D"	"5/2"	4	6		"c40,T7070"	"L4737"	
Al	1	"309.28386"	"309.28369"	"20g"	"1.16e+07"	B	"0.0138938"	"4.0214836"	"3s2.3p"	"2P*"	"3/2"	"3s2.3d"	"2D"	"3/2"	4	4		"c40"	"L4737"	
Al	10	""	"312.7"	""	"8.18e+06"	B	"263.923"	"267.886?"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3D*"	"1"	3	3		"T5633c4,LS"	""	
Al	8	""	"316.7"	""	"5.65e+07"	B+	"221.356?"	"225.271?"	"2s2.2p.4s"	"3P*"	"2"	"2s.2p2.(2S).3d"	"3D"	"3"	5	7		"T5520c4,LS"	""	
Al	10	""	"316.9"	""	"4.73e+06"	B	"264.137"	"268.049"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"2"	5	5		"T5633c4,LS"	""	
Al	8	""	"317.4"	""	"2.65e+06"	C+	"225.152?"	"229.057?"	"2s.2p2.(2S).3d"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"3"	5	7		"T5520c4,LS"	""	
Al	9	""	"317.7"	""	"4.16e+06"	B+	"209.650?"	"213.552"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	2	4		"T7192c4,LS"	""	
Al	3	"318.0111"	"318.0100"	"3d"	"1.04e+07"	A	"22.122926"	"26.020550"	"2p6.5p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"	2	2		"c32"	"L277"	
Al	3	"318.3824"	"318.3836"	"4d"	"2.08e+07"	A	"22.127500"	"26.020550"	"2p6.5p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"	4	2		"c32"	"L277"	
Al	5	""	"322.5"	""	"2.39e+06"	D	"136.178?"	"140.022"	"2s.2p5.(3P*).3s"	"2P*"	"1/2"	"2s2.2p4.(3P).5d"	"2P"	"1/2"	2	2		"u20,LS"	""	
Al	5	""	"322.5"	""	"6.83e+06"	C	"136.178?"	"140.022"	"2s.2p5.(3P*).3s"	"2P*"	"1/2"	"2s2.2p4.(3P).5d"	"2D"	"3/2"	2	4		"u20,LS"	""	
Al	5	""	"325.4"	""	"9.38e+05"	D	"132.100"	"135.909?"	"2s2.2p4.(3P).4d"	"2D"	"3/2"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	4	4		"u20,LS"	""	
Al	12	""	"325.76"	""	"2.14e+07"	A+	"[1862.3001]"	"[1866.1050]"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"2"	3	5		"T5231c63,LS"	""	
Al	8	""	"326.6"	""	"1.29e+07"	C+	"221.356?"	"225.152?"	"2s2.2p.4s"	"3P*"	"2"	"2s.2p2.(2S).3d"	"3D"	"2"	5	5		"T5520c4,LS"	""	
Al	8	""	"327.3"	""	"1.93e+07"	B	"225.271?"	"229.057?"	"2s.2p2.(2S).3d"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"3"	7	7		"T5520c4,LS"	""	
Al	2	"327.5767"	"327.5766"	"80"	"7.41e+06"	C+	"11.821968"	"15.6057689"	"3s.4s"	"1S"	"0"	"3s.5p"	"1P*"	"1"	1	3		"T6533"	"L4575"	
Al	3	"328.3316"	"328.3299"	"2d"	"1.99e+06"	B+	"22.122926"	"25.898046"	"2p6.5p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"	2	4		"c32"	"L277"	
Al	3	""	"328.7282"	""	"3.82e+05"	B+	"22.127500"	"25.898046"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"	4	4		"c32"	""	
Al	3	"328.7302"	"328.7282"	"3d"	"2.29e+06"	A	"22.127500"	"25.898046"	"2p6.5p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"	4	6		"c32"	"L277"	
Al	10	""	"330.6"	""	"4.64e+05"	C+	"264.137"	"267.886?"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3D*"	"1"	5	3		"T5633c4,LS"	""	
Al	8	""	"331.2"	""	"1.46e+07"	C+	"225.152?"	"228.893?"	"2s.2p2.(2S).3d"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"2"	5	5		"T5520c4,LS"	""	
Al	2	"331.3344"	"331.3346"	"80"	"1.33e+06"	C	"11.846618"	"15.5875046"	"3s.3d"	"3D"	"3"	"3s.5p"	"3P*"	"2"	7	5		"T6298c4,LS"	"L3515"	
Al	2	"331.3470"	"331.3466"	"2"	"2.37e+05"	D	"11.846753"	"15.5875046"	"3s.3d"	"3D"	"2"	"3s.5p"	"3P*"	"2"	5	5		"T6298c4,LS"	"L3515"	
Al	2	""	"331.3568"	""	"1.58e+04"	E	"11.846869"	"15.5875046"	"3s.3d"	"3D"	"1"	"3s.5p"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Al	2	"331.4883"	"331.4881"	"40"	"1.18e+06"	C	"11.846753"	"15.5859083"	"3s.3d"	"3D"	"2"	"3s.5p"	"3P*"	"1"	5	3		"T6298c4,LS"	"L3515"	
Al	2	"331.4981"	"331.4983"	"1"	"3.94e+05"	D	"11.846869"	"15.5859083"	"3s.3d"	"3D"	"1"	"3s.5p"	"3P*"	"1"	3	3		"T6298c4,LS"	"L3515"	
Al	2	"331.5608"	"331.5608"	"10"	"1.58e+06"	D	"11.846869"	"15.585203"	"3s.3d"	"3D"	"1"	"3s.5p"	"3P*"	"0"	3	1		"T6298c4,LS"	"L3515"	
Al	9	""	"334.5"	""	"1.43e+07"	B+	"209.650?"	"213.356"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"	2	2		"T7192c4,LS"	""	
Al	3	"334.8517"	"334.8513"	"9"	"1.88e+07"	A+	"20.554884"	"24.256484"	"2p6.4d"	"2D"	"5/2"	"2p6.6p"	"2P*"	"3/2"	6	4		"c32"	"L277"	
Al	3	""	"334.8646"	""	"2.08e+06"	A	"20.555032"	"24.256484"	"2p6.4d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"3/2"	4	4		"c32"	""	
Al	3	"335.0885"	"335.0894"	"8"	"2.07e+07"	A+	"20.555032"	"24.254002"	"2p6.4d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"1/2"	4	2		"c32"	"L277"	
Al	2	"335.1462"	"335.1462"	"50"	"1.04e+07"	C	"13.649399"	"17.347743"	"3s.3d"	"1D"	"2"	"3s.7p"	"1P*"	"1"	5	3		"T6533"	"L4575"	
Al	5	""	"338.1"	""	"7.54e+06"	C+	"132.243"	"135.909?"	"2s2.2p4.(3P).4d"	"2D"	"5/2"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	6	4		"u20,LS"	""	
Al	8	""	"342.1"	""	"2.97e+06"	C+	"225.271?"	"228.893?"	"2s.2p2.(2S).3d"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"2"	7	5		"T5520c4,LS"	""	
Al	12	""	"342.71"	""	"1.84e+07"	A+	"[1862.3001]"	"[1865.9168]"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"1"	3	3		"T5231c63,LS"	""	
Al	2	"342.8894"	"342.8900"	"30"	"5.78e+06"	C+	"13.649399"	"17.2642222"	"3s.3d"	"1D"	"2"	"3s.6f"	"1F*"	"3"	5	7		"T6533"	"L4575"	
Al	12	""	"347.4"	""	"1.77e+07"	A+	"[1862.3001]"	"[1865.8685]"	"1s.3s"	"3S"	"1"	"1s.3p"	"3P*"	"0"	3	1		"T5231c63,LS"	""	
Al	3	""	"352.4869"	""	"1.07e+06"	B+	"23.417834"	"26.934242"	"2p6.5d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	3	""	"352.4869"	""	"1.61e+07"	A	"23.417834"	"26.934242"	"2p6.5d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"	6	8		"c32"	""	
Al	3	""	"352.4950"	""	"1.50e+07"	A	"23.417915"	"26.934242"	"2p6.5d"	"2D"	"3/2"	"2p6.9f"	"2F*"	"5/2"	4	6		"c32"	""	
Al	2	"353.4856"	"353.4851"	"5"	"8.11e+05"	C	"13.841265"	"17.347743"	"3p2"	"1S"	"0"	"3s.7p"	"1P*"	"1"	1	3		"T6533"	"L4575"	
Al	9	""	"353.5"	""	"1.51e+07"	A	"210.045"	"213.552"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"	4	4		"T7192c4,LS"	""	
Al	2	"358.6557"	"358.6557"	"200"	"2.35e+08"	A	"11.846618"	"15.302546"	"3s.3d"	"3D"	"3"	"3s.4f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L3515"	
Al	2	"358.6920"	"358.6931"	"75hfs"	"2.62e+07"	B	"11.846618"	"15.302186"	"3s.3d"	"3D"	"3"	"3s.4f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L3515c150"	
Al	2	"358.7068"	"358.7072"	"100"	"2.09e+08"	B+	"11.846753"	"15.302186"	"3s.3d"	"3D"	"2"	"3s.4f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L3515"	
Al	2	"358.7185"	"358.7185"	"15hfs"	"1.03e+06"	C	"11.846618"	"15.301941"	"3s.3d"	"3D"	"3"	"3s.4f"	"3F*"	"2"	7	5		"T6298c4,LS"	"L3515c150"	
Al	2	"358.7330"	"358.7325"	"80hfs"	"3.66e+07"	B	"11.846753"	"15.301941"	"3s.3d"	"3D"	"2"	"3s.4f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L3515c150"	
Al	2	"358.7450"	"358.7445"	"70"	"1.97e+08"	B+	"11.846869"	"15.301941"	"3s.3d"	"3D"	"1"	"3s.4f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	3	"360.1628"	"360.1630"	"14"	"1.31e+08"	A+	"14.376738"	"17.818203"	"2p6.3d"	"2D"	"5/2"	"2p6.4p"	"2P*"	"3/2"	6	4		"c32"	"L277"	
Al	3	"360.1926"	"360.1927"	"11"	"1.46e+07"	A+	"14.377022"	"17.818203"	"2p6.3d"	"2D"	"3/2"	"2p6.4p"	"2P*"	"3/2"	4	4		"c32"	"L277"	
Al	6	""	"360.39"	""	"8.64e+02"	C	"124.3890"	"127.8283"	"2s2.2p3.(2P*).3s"	"1P*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"2"	3	5		"T7370c8"	""	
Al	3	"361.2356"	"361.2355"	"13"	"1.45e+08"	A+	"14.377022"	"17.808269"	"2p6.3d"	"2D"	"3/2"	"2p6.4p"	"2P*"	"1/2"	4	2		"c32"	"L277"	
Al	6	""	"361.65"	""	"5.42e+05"	B	"124.3890"	"127.8163"	"2s2.2p3.(2P*).3s"	"1P*"	"1"	"2s2.2p3.(2D*).3p"	"3D"	"1"	3	3		"T7370c8"	""	
Al	2	"364.9200"	"364.9204"	"15hfs"	"1.26e+07"	C+	"13.071347"	"16.467947"	"3s.4p"	"3P*"	"0"	"3s.5d"	"3D"	"1"	1	3		"T6298c4,LS"	"L3515c150"	
Al	2	""	"365.1067"	""	"9.45e+06"	C+	"13.073080"	"16.467947"	"3s.4p"	"3P*"	"1"	"3s.5d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Al	2	"365.1078"	"365.1087"	"70hfs"	"1.70e+07"	C+	"13.073080"	"16.467928"	"3s.4p"	"3P*"	"1"	"3s.5d"	"3D"	"2"	3	5		"T6298c4,LS"	"L3515c150"	
Al	2	"365.4991"	"365.5004"	"85hfs"	"2.26e+07"	B	"13.076729"	"16.467940"	"3s.4p"	"3P*"	"2"	"3s.5d"	"3D"	"3"	5	7		"T6298c4,LS"	"L3515c150"	
Al	2	""	"365.4996"	""	"6.28e+05"	C	"13.076729"	"16.467947"	"3s.4p"	"3P*"	"2"	"3s.5d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"365.5016"	""	"5.64e+06"	C+	"13.076729"	"16.467928"	"3s.4p"	"3P*"	"2"	"3s.5d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	3	"370.2106"	"370.2106"	"10"	"1.13e+08"	A+	"17.808269"	"21.156335"	"2p6.4p"	"2P*"	"1/2"	"2p6.5s"	"2S"	"1/2"	2	2		"c32"	"L277"	
Al	2	"370.3219"	"370.3225"	"30"	"3.23e+07"	B+	"13.256460"	"16.6035135"	"3s.4p"	"1P*"	"1"	"3s.5d"	"1D"	"2"	3	5		"T6533"	"L4575"	
Al	3	"371.3123"	"371.3123"	"11"	"2.27e+08"	A+	"17.818203"	"21.156335"	"2p6.4p"	"2P*"	"3/2"	"2p6.5s"	"2S"	"1/2"	4	2		"c32"	"L277"	
